[0]  name=Iron Mace; desc=A spiky mace; cmd=; price = 63; member=0
[345]  name=Uncooked stew; desc=I need to cook this; cmd=; price = 10; member=0
[346]  name=Stew; desc=It's a meat and potato stew; cmd=Eat; price = 20; member=0
[347]  name=Burnt Stew; desc=Eew it's horribly burnt; cmd=Empty; price = 1; member=0
[348]  name=Potato; desc=Can be used to make stew; cmd=; price = 1; member=0
[349]  name=Raw Shrimp; desc=I should try cooking this; cmd=; price = 5; member=0
[350]  name=Shrimp; desc=Some nicely cooked fish; cmd=Eat; price = 5; member=0
[351]  name=Raw Anchovies; desc=I should try cooking this; cmd=; price = 15; member=0
[352]  name=Anchovies; desc=Some nicely cooked fish; cmd=Eat; price = 15; member=0
[353]  name=Burnt fish; desc=Oops!; cmd=; price = 1; member=0
[354]  name=Raw Sardine; desc=I should try cooking this; cmd=; price = 10; member=0
[355]  name=Sardine; desc=Some nicely cooked fish; cmd=Eat; price = 10; member=0
[356]  name=Raw Salmon; desc=I should try cooking this; cmd=; price = 50; member=0
[357]  name=Salmon; desc=Some nicely cooked fish; cmd=Eat; price = 50; member=0
[358]  name=Raw Trout; desc=I should try cooking this; cmd=; price = 20; member=0
[359]  name=Trout; desc=Some nicely cooked fish; cmd=Eat; price = 20; member=0
[360]  name=Burnt fish; desc=Oops!; cmd=; price = 1; member=0
[361]  name=Raw Herring; desc=I should try cooking this; cmd=; price = 15; member=0
[362]  name=Herring; desc=Some nicely cooked fish; cmd=Eat; price = 15; member=0
[363]  name=Raw Pike; desc=I should try cooking this; cmd=; price = 25; member=0
[364]  name=Pike; desc=Some nicely cooked fish; cmd=Eat; price = 25; member=0
[365]  name=Burnt fish; desc=Oops!; cmd=; price = 1; member=0
[366]  name=Raw Tuna; desc=I should try cooking this; cmd=; price = 100; member=0
[367]  name=Tuna; desc=Wow this is a big fish; cmd=Eat; price = 100; member=0
[368]  name=Burnt fish; desc=Oops!; cmd=; price = 1; member=0
[369]  name=Raw Swordfish; desc=I should try cooking this; cmd=; price = 200; member=0
[370]  name=Swordfish; desc=I'd better be careful eating this!; cmd=Eat; price = 200; member=0
[371]  name=Burnt Swordfish; desc=Oops!; cmd=; price = 1; member=0
[372]  name=Raw Lobster; desc=I should try cooking this; cmd=; price = 150; member=0
[373]  name=Lobster; desc=This looks tricky to eat; cmd=Eat; price = 150; member=0
[374]  name=Burnt Lobster; desc=Oops!; cmd=; price = 1; member=0
[375]  name=Lobster Pot; desc=Useful for catching lobsters; cmd=; price = 20; member=0
[376]  name=Net; desc=Useful for catching small fish; cmd=; price = 5; member=0
[377]  name=Fishing Rod; desc=Useful for catching sardine or herring; cmd=; price = 5; member=0
[378]  name=Fly Fishing Rod; desc=Useful for catching salmon or trout; cmd=; price = 5; member=0
[379]  name=Harpoon; desc=Useful for catching really big fish; cmd=; price = 5; member=0
[380]  name=Fishing Bait; desc=For use with a fishing rod; cmd=; price = 3; member=0
[381]  name=Feather; desc=Used for fly-fishing; cmd=; price = 2; member=0
[382]  name=Chest key; desc=A key to One eyed Hector's chest; cmd=; price = 1; member=0
[383]  name=Silver; desc=this needs refining; cmd=; price = 75; member=0
[384]  name=silver bar; desc=this looks valuable; cmd=; price = 150; member=0
[385]  name=Holy Symbol of saradomin; desc=This improves my prayer; cmd=; price = 300; member=0
[386]  name=Holy symbol mould; desc=Used to make Holy Symbols; cmd=; price = 5; member=0
[387]  name=Disk of Returning; desc=Used to get out of Thordur's blackhole; cmd=spin; price = 12; member=0
[388]  name=Monks robe; desc=I feel closer to the God's when I am wearing this; cmd=; price = 40; member=0
[389]  name=Monks robe; desc=Keeps a monk's legs nice and warm; cmd=; price = 30; member=0
[390]  name=Red key; desc=A painted key; cmd=; price = 1; member=0
[391]  name=Orange Key; desc=A painted key; cmd=; price = 1; member=0
[392]  name=yellow key; desc=A painted key; cmd=; price = 1; member=0
[393]  name=Blue key; desc=A painted key; cmd=; price = 1; member=0
[394]  name=Magenta key; desc=A painted key; cmd=; price = 1; member=0
[395]  name=black key; desc=A painted key; cmd=; price = 1; member=0
[396]  name=rune dagger; desc=Short but pointy; cmd=; price = 8000; member=0
[397]  name=Rune short sword; desc=A razor sharp sword; cmd=; price = 20800; member=0
[398]  name=rune Scimitar; desc=A vicious curved sword; cmd=; price = 25600; member=0
[399]  name=Medium Rune Helmet; desc=A medium sized helmet; cmd=; price = 19200; member=0
[400]  name=Rune Chain Mail Body; desc=A series of connected metal rings; cmd=; price = 50000; member=0
[401]  name=Rune Plate Mail Body; desc=Provides excellent protection; cmd=; price = 65000; member=0
[402]  name=Rune Plate Mail Legs; desc=These look pretty heavy; cmd=; price = 64000; member=0
[403]  name=Rune Square Shield; desc=A medium metal shield; cmd=; price = 38400; member=0
[404]  name=Rune Kite Shield; desc=A large metal shield; cmd=; price = 54400; member=0
[405]  name=rune Axe; desc=A powerful axe; cmd=; price = 12800; member=0
[406]  name=Rune skirt; desc=Designer leg protection; cmd=; price = 64000; member=0
[407]  name=Rune Plate Mail top; desc=Armour designed for females; cmd=; price = 65000; member=0
[408]  name=Runite bar; desc=it's a bar of runite; cmd=; price = 5000; member=0
[409]  name=runite ore; desc=this needs refining; cmd=; price = 3200; member=0
[410]  name=Plank; desc=This doesn't look very useful; cmd=; price = 1; member=0
[411]  name=Tile; desc=This doesn't look very useful; cmd=; price = 1; member=0
[412]  name=skull; desc=A spooky looking skull; cmd=; price = 1; member=0
[413]  name=Big Bones; desc=Ew it's a pile of bones; cmd=Bury; price = 1; member=0
[414]  name=Muddy key; desc=It looks like a key to a chest; cmd=; price = 1; member=0
[415]  name=Map; desc=A map showing the way to the Isle of Crandor; cmd=; price = 1; member=0
[416]  name=Map Piece; desc=I need some more of the map for this to be useful; cmd=; price = 1; member=0
[417]  name=Map Piece; desc=I need some more of the map for this to be useful; cmd=; price = 1; member=0
[418]  name=Map Piece; desc=I need some more of the map for this to be useful; cmd=; price = 1; member=0
[419]  name=Nails; desc=Nails made from steel; cmd=; price = 3; member=0
[420]  name=Anti dragon breath Shield; desc=Helps prevent damage from dragons; cmd=; price = 20; member=0
[421]  name=Maze key; desc=The key to the entrance of Melzar's maze; cmd=; price = 1; member=0
[422]  name=Pumpkin; desc=Happy halloween; cmd=eat; price = 30; member=0
[423]  name=Black dagger; desc=Short but pointy; cmd=; price = 240; member=0
[424]  name=Black Short Sword; desc=A razor sharp sword; cmd=; price = 624; member=0
[425]  name=Black Long Sword; desc=A razor sharp sword; cmd=; price = 960; member=0
[426]  name=Black 2-handed Sword; desc=A very large sword; cmd=; price = 1920; member=0
[427]  name=Black Scimitar; desc=A vicious curved sword; cmd=; price = 768; member=0
[428]  name=Black Axe; desc=A sinister looking axe; cmd=; price = 384; member=0
[429]  name=Black battle Axe; desc=A vicious looking axe; cmd=; price = 1248; member=0
[430]  name=Black Mace; desc=A spikey mace; cmd=; price = 432; member=0
[431]  name=Black Chain Mail Body; desc=A series of connected metal rings; cmd=; price = 1440; member=0
[432]  name=Black Square Shield; desc=A medium metal shield; cmd=; price = 1152; member=0
[433]  name=Black Kite Shield; desc=A large metal shield; cmd=; price = 1632; member=0
[434]  name=Black Plated skirt; desc=designer leg protection; cmd=; price = 1920; member=0
[435]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[436]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[437]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[438]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[439]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[440]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[441]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[442]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[443]  name=Herb; desc=I need a closer look to identify this; cmd=Identify; price = 1; member=1
[444]  name=Guam leaf; desc=A herb used in attack potion making; cmd=; price = 3; member=1
[445]  name=Marrentill; desc=A herb used in poison cures; cmd=; price = 5; member=1
[446]  name=Tarromin; desc=A useful herb; cmd=; price = 11; member=1
[447]  name=Harralander; desc=A useful herb; cmd=; price = 20; member=1
[448]  name=Ranarr Weed; desc=A useful herb; cmd=; price = 25; member=1
[449]  name=Irit Leaf; desc=A useful herb; cmd=; price = 40; member=1
[450]  name=Avantoe; desc=A useful herb; cmd=; price = 48; member=1
[451]  name=Kwuarm; desc=A powerful herb; cmd=; price = 54; member=1
[452]  name=Cadantine; desc=A powerful herb; cmd=; price = 65; member=1
[453]  name=Dwarf Weed; desc=A powerful herb; cmd=; price = 70; member=1
[454]  name=Unfinished potion; desc=I need another ingredient to finish this Guam potion; cmd=; price = 3; member=1
[455]  name=Unfinished potion; desc=I need another ingredient to finish this Marrentill potion; cmd=; price = 5; member=1
[456]  name=Unfinished potion; desc=I need another ingredient to finish this Tarromin potion; cmd=; price = 11; member=1
[457]  name=Unfinished potion; desc=I need another ingredient to finish this Harralander potion; cmd=; price = 20; member=1
[458]  name=Unfinished potion; desc=I need another ingredient to finish this Ranarr potion; cmd=; price = 25; member=1
[459]  name=Unfinished potion; desc=I need another ingredient to finish this Irit potion; cmd=; price = 40; member=1
[460]  name=Unfinished potion; desc=I need another ingredient to finish this Avantoe potion; cmd=; price = 48; member=1
[461]  name=Unfinished potion; desc=I need another ingredient to finish this Kwuarm potion; cmd=; price = 54; member=1
[462]  name=Unfinished potion; desc=I need another ingredient to finish this Cadantine potion; cmd=; price = 65; member=1
[463]  name=Unfinished potion; desc=I need another ingredient to finish this Dwarfweed potion; cmd=; price = 70; member=1
[464]  name=Vial; desc=It's full of water; cmd=; price = 2; member=0
[465]  name=Vial; desc=This vial is empty; cmd=; price = 2; member=0
[466]  name=Unicorn horn; desc=Poor unicorn; cmd=; price = 20; member=1
[467]  name=Blue dragon scale; desc=A large shiny scale; cmd=; price = 50; member=1
[468]  name=Pestle and mortar; desc=I can grind things for potions in this; cmd=; price = 4; member=1
[469]  name=Snape grass; desc=Strange spikey grass; cmd=; price = 10; member=1
[470]  name=Medium black Helmet; desc=A medium sized helmet; cmd=; price = 576; member=0
[471]  name=White berries; desc=Poisonous berries; cmd=; price = 10; member=1
[472]  name=Ground blue dragon scale; desc=This stuff isn't good for you; cmd=; price = 40; member=1
[473]  name=Ground unicorn horn; desc=A useful potion ingredient; cmd=; price = 20; member=1
[474]  name=attack Potion; desc=3 doses of attack potion; cmd=Drink; price = 12; member=1
[475]  name=attack Potion; desc=2 doses of attack potion; cmd=Drink; price = 9; member=1
[476]  name=attack Potion; desc=1 dose of attack potion; cmd=Drink; price = 6; member=1
[477]  name=stat restoration Potion; desc=3 doses of stat restoration potion; cmd=Drink; price = 88; member=1
[478]  name=stat restoration Potion; desc=2 doses of stat restoration potion; cmd=Drink; price = 66; member=1
[479]  name=stat restoration Potion; desc=1 dose of stat restoration potion; cmd=Drink; price = 44; member=1
[480]  name=defense Potion; desc=3 doses of defense potion; cmd=Drink; price = 120; member=1
[481]  name=defense Potion; desc=2 doses of defense potion; cmd=Drink; price = 90; member=1
[482]  name=defense Potion; desc=1 dose of defense potion; cmd=Drink; price = 60; member=1
[483]  name=restore prayer Potion; desc=3 doses of restore prayer potion; cmd=Drink; price = 152; member=1
[484]  name=restore prayer Potion; desc=2 doses of restore prayer potion; cmd=Drink; price = 114; member=1
[485]  name=restore prayer Potion; desc=1 dose of restore prayer potion; cmd=Drink; price = 76; member=1
[486]  name=Super attack Potion; desc=3 doses of attack potion; cmd=Drink; price = 180; member=1
[487]  name=Super attack Potion; desc=2 doses of attack potion; cmd=Drink; price = 135; member=1
[488]  name=Super attack Potion; desc=1 dose of attack potion; cmd=Drink; price = 90; member=1
[489]  name=fishing Potion; desc=3 doses of fishing potion; cmd=Drink; price = 200; member=1
[490]  name=fishing Potion; desc=2 doses of fishing potion; cmd=Drink; price = 150; member=1
[491]  name=fishing Potion; desc=1 dose of fishing potion; cmd=Drink; price = 100; member=1
[492]  name=Super strength Potion; desc=3 doses of strength potion; cmd=Drink; price = 220; member=1
[493]  name=Super strength Potion; desc=2 doses of strength potion; cmd=Drink; price = 165; member=1
[494]  name=Super strength Potion; desc=1 dose of strength potion; cmd=Drink; price = 110; member=1
[495]  name=Super defense Potion; desc=3 doses of defense potion; cmd=Drink; price = 264; member=1
[496]  name=Super defense Potion; desc=2 doses of defense potion; cmd=Drink; price = 198; member=1
[497]  name=Super defense Potion; desc=1 dose of defense potion; cmd=Drink; price = 132; member=1
[498]  name=ranging Potion; desc=3 doses of ranging potion; cmd=Drink; price = 288; member=1
[499]  name=ranging Potion; desc=2 doses of ranging potion; cmd=Drink; price = 216; member=1
[500]  name=ranging Potion; desc=1 dose of ranging potion; cmd=Drink; price = 144; member=1
[501]  name=wine of Zamorak; desc=It's full of wine; cmd=Drink; price = 1; member=0
[502]  name=raw bear meat; desc=I need to cook this first; cmd=; price = 1; member=0
[503]  name=raw rat meat; desc=I need to cook this first; cmd=; price = 1; member=0
[504]  name=raw beef; desc=I need to cook this first; cmd=; price = 1; member=0
[505]  name=enchanted bear meat; desc=I don't fancy eating this now; cmd=; price = 1; member=1
[506]  name=enchanted rat meat; desc=I don't fancy eating this now; cmd=; price = 1; member=1
[507]  name=enchanted beef; desc=I don't fancy eating this now; cmd=; price = 1; member=1
[508]  name=enchanted chicken meat; desc=I don't fancy eating this now; cmd=; price = 1; member=1
[509]  name=Dramen Staff; desc=A magical staff cut from the dramen tree; cmd=; price = 15; member=1
[510]  name=Dramen Branch; desc=I need to make this into a staff; cmd=; price = 15; member=1
[511]  name=Cape; desc=A thick Green cape; cmd=; price = 32; member=0
[512]  name=Cape; desc=A thick yellow cape; cmd=; price = 32; member=0
[513]  name=Cape; desc=A thick Orange cape; cmd=; price = 32; member=0
[514]  name=Cape; desc=A thick purple cape; cmd=; price = 32; member=0
[515]  name=Greendye; desc=A little bottle of dye; cmd=; price = 5; member=0
[516]  name=Purpledye; desc=A little bottle of dye; cmd=; price = 5; member=0
[517]  name=Iron ore certificate; desc=Each certificate exchangable at draynor market for 5 iron ore; cmd=; price = 10; member=0
[518]  name=Coal certificate; desc=Each certificate exchangable at draynor market for 5 coal; cmd=; price = 20; member=0
[519]  name=Mithril ore certificate; desc=Each certificate exchangable at draynor market for 5 mithril ore; cmd=; price = 30; member=0
[520]  name=silver certificate; desc=Each certificate exchangable at draynor market for 5 silver nuggets; cmd=; price = 15; member=0
[521]  name=Gold certificate; desc=Each certificate exchangable at draynor market for 5 gold nuggets; cmd=; price = 25; member=0
[522]  name=Dragonstone Amulet; desc=A very powerful amulet; cmd=; price = 17625; member=1
[523]  name=Dragonstone; desc=This looks very valuable; cmd=; price = 10000; member=1
[524]  name=Dragonstone Amulet; desc=It needs a string so I can wear it; cmd=; price = 17625; member=1
[525]  name=Crystal key; desc=A very shiny key; cmd=; price = 1; member=1
[526]  name=Half of a key; desc=A very shiny key; cmd=; price = 1; member=1
[527]  name=Half of a key; desc=A very shiny key; cmd=; price = 1; member=1
[528]  name=Iron bar certificate; desc=Each certificate exchangable at draynor market for 5 iron bars; cmd=; price = 10; member=0
[529]  name=steel bar certificate; desc=Each certificate exchangable at draynor market for 5 steel bars; cmd=; price = 20; member=0
[530]  name=Mithril bar certificate; desc=Each certificate exchangable at draynor market for 5 mithril bars; cmd=; price = 30; member=0
[531]  name=silver bar certificate; desc=Each certificate exchangable at draynor market for 5 silver bars; cmd=; price = 15; member=0
[532]  name=Gold bar certificate; desc=Each certificate exchangable at draynor market for 5 gold bars; cmd=; price = 25; member=0
[533]  name=Lobster certificate; desc=Each certificate exchangable at draynor market for 5 lobsters; cmd=; price = 10; member=0
[534]  name=Raw lobster certificate; desc=Each certificate exchangable at draynor market for 5 raw lobsters; cmd=; price = 10; member=0
[535]  name=Swordfish certificate; desc=Each certificate exchangable at draynor market for 5 swordfish; cmd=; price = 10; member=0
[536]  name=Raw swordfish certificate; desc=Each certificate exchangable at draynor market for 5 raw swordfish; cmd=; price = 10; member=0
[537]  name=Diary; desc=Property of Nora.T.Hag; cmd=read; price = 1; member=1
[538]  name=Front door key; desc=A house key; cmd=; price = 1; member=1
[539]  name=Ball; desc=A child's ball; cmd=; price = 1; member=1
[540]  name=magnet; desc=A very attractive magnet; cmd=; price = 3; member=1
[541]  name=Grey wolf fur; desc=This would make warm clothing; cmd=; price = 50; member=1
[542]  name=uncut dragonstone; desc=this would be worth more cut; cmd=; price = 1000; member=1
[543]  name=Dragonstone ring; desc=A valuable ring; cmd=; price = 17625; member=1
[544]  name=Dragonstone necklace; desc=I wonder if this is valuable; cmd=; price = 18375; member=1
[545]  name=Raw Shark; desc=I should try cooking this; cmd=; price = 300; member=1
[546]  name=Shark; desc=I'd better be careful eating this!; cmd=Eat; price = 300; member=1
[547]  name=Burnt Shark; desc=Oops!; cmd=; price = 1; member=1
[548]  name=Big Net; desc=Useful for catching lots of fish; cmd=; price = 20; member=1
[549]  name=Casket; desc=I hope there is treasure in it; cmd=open; price = 50; member=1
[550]  name=Raw cod; desc=I should try cooking this; cmd=; price = 25; member=1
[551]  name=Cod; desc=Some nicely cooked fish; cmd=Eat; price = 25; member=1
[552]  name=Raw Mackerel; desc=I should try cooking this; cmd=; price = 17; member=1
[553]  name=Mackerel; desc=Some nicely cooked fish; cmd=Eat; price = 17; member=1
[554]  name=Raw Bass; desc=I should try cooking this; cmd=; price = 120; member=1
[555]  name=Bass; desc=Wow this is a big fish; cmd=Eat; price = 120; member=1
[556]  name=Ice Gloves; desc=These will keep my hands cold!; cmd=; price = 6; member=1
[557]  name=Firebird Feather; desc=A red hot feather; cmd=; price = 2; member=1
[558]  name=Firebird Feather; desc=This is cool enough to hold now; cmd=; price = 2; member=1
[559]  name=Poisoned Iron dagger; desc=Short but pointy; cmd=; price = 35; member=1
[560]  name=Poisoned bronze dagger; desc=Short but pointy; cmd=; price = 10; member=1
[561]  name=Poisoned Steel dagger; desc=Short but pointy; cmd=; price = 125; member=1
[562]  name=Poisoned Mithril dagger; desc=Short but pointy; cmd=; price = 325; member=1
[563]  name=Poisoned Rune dagger; desc=Short but pointy; cmd=; price = 8000; member=1
[564]  name=Poisoned Adamantite dagger; desc=Short but pointy; cmd=; price = 800; member=1
[565]  name=Poisoned Black dagger; desc=Short but pointy; cmd=; price = 240; member=1
[566]  name=Cure poison Potion; desc=3 doses of cure poison potion; cmd=Drink; price = 288; member=1
[567]  name=Cure poison Potion; desc=2 doses of cure poison potion; cmd=Drink; price = 216; member=1
[568]  name=Cure poison Potion; desc=1 dose of cure poison potion; cmd=Drink; price = 144; member=1
[569]  name=Poison antidote; desc=3 doses of anti poison potion; cmd=Drink; price = 288; member=1
[570]  name=Poison antidote; desc=2 doses of anti poison potion; cmd=Drink; price = 216; member=1
[571]  name=Poison antidote; desc=1 dose of anti poison potion; cmd=Drink; price = 144; member=1
[572]  name=weapon poison; desc=For use on daggers and arrows; cmd=; price = 144; member=1
[573]  name=ID Paper; desc=ID of Hartigen the black knight; cmd=; price = 1; member=1
[574]  name=Poison Bronze Arrows; desc=Venomous looking arrows; cmd=; price = 2; member=1
[575]  name=Christmas cracker; desc=Use on another player to pull it; cmd=; price = 1; member=0
[576]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[577]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[578]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[579]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[580]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[581]  name=Party Hat; desc=Party!!!; cmd=; price = 2; member=0
[582]  name=Miscellaneous key; desc=I wonder what this unlocks; cmd=; price = 1; member=1
[583]  name=Bunch of keys; desc=Some keys on a keyring; cmd=; price = 2; member=1
[584]  name=Whisky; desc=A bottle of Draynor Malt; cmd=drink; price = 5; member=1
[585]  name=Candlestick; desc=A valuable candlestick; cmd=; price = 5; member=1
[586]  name=Master thief armband; desc=This denotes a great act of thievery; cmd=; price = 2; member=1
[587]  name=Blamish snail slime; desc=Yuck; cmd=; price = 5; member=1
[588]  name=Blamish oil; desc=made from the finest snail slime; cmd=; price = 10; member=1
[589]  name=Oily Fishing Rod; desc=A rod covered in Blamish oil; cmd=; price = 15; member=1
[590]  name=lava eel; desc=Strange it looks cooler now it's been cooked; cmd=eat; price = 150; member=1
[591]  name=Raw lava eel; desc=A very strange eel; cmd=; price = 150; member=1
[592]  name=Poison Crossbow bolts; desc=Good if you have a crossbow!; cmd=; price = 3; member=1
[593]  name=Dragon sword; desc=A Razor sharp sword; cmd=; price = 100000; member=1
[594]  name=Dragon axe; desc=A vicious looking axe; cmd=; price = 200000; member=1
[595]  name=Jail keys; desc=Keys to the black knight jail; cmd=; price = 2; member=1
[596]  name=Dusty Key; desc=A key given to me by Velrak; cmd=; price = 1; member=1
[597]  name=Charged Dragonstone Amulet; desc=A very powerful amulet; cmd=rub; price = 17625; member=1
[598]  name=Grog; desc=A murky glass of some sort of drink; cmd=drink; price = 3; member=1
[599]  name=Candle; desc=An unlit candle; cmd=; price = 3; member=1
[600]  name=black Candle; desc=A spooky but unlit candle; cmd=; price = 3; member=1
[601]  name=Candle; desc=A small slowly burning candle; cmd=; price = 3; member=1
[602]  name=black Candle; desc=A spooky candle; cmd=; price = 3; member=1
[603]  name=insect repellant; desc=Drives away all known 6 legged creatures; cmd=; price = 3; member=1
[604]  name=Bat bones; desc=Ew it's a pile of bones; cmd=Bury; price = 1; member=1
[605]  name=wax Bucket; desc=It's a wooden bucket; cmd=; price = 2; member=1
[606]  name=Excalibur; desc=This used to belong to king Arthur; cmd=; price = 200; member=1
[607]  name=Druids robe; desc=I feel closer to the Gods when I am wearing this; cmd=; price = 40; member=1
[608]  name=Druids robe; desc=Keeps a druids's knees nice and warm; cmd=; price = 30; member=1
[609]  name=Eye patch; desc=It makes me look very piratical; cmd=; price = 2; member=1
[610]  name=Unenchanted Dragonstone Amulet; desc=I wonder if I can get this enchanted; cmd=; price = 17625; member=1
[611]  name=Unpowered orb; desc=I'd prefer it if it was powered; cmd=; price = 100; member=1
[612]  name=Fire orb; desc=A magic glowing orb; cmd=; price = 300; member=1
[613]  name=Water orb; desc=A magic glowing orb; cmd=; price = 300; member=1
[614]  name=Battlestaff; desc=It's a slightly magical stick; cmd=; price = 7000; member=1
[615]  name=Battlestaff of fire; desc=A Magical staff; cmd=; price = 15500; member=1
[616]  name=Battlestaff of water; desc=A Magical staff; cmd=; price = 15500; member=1
[617]  name=Battlestaff of air; desc=A Magical staff; cmd=; price = 15500; member=1
[618]  name=Battlestaff of earth; desc=A Magical staff; cmd=; price = 15500; member=1
[619]  name=Blood-Rune; desc=Used for high level missile spells; cmd=; price = 25; member=1
[620]  name=Beer glass; desc=I need to fill this with beer; cmd=; price = 2; member=0
[621]  name=glassblowing pipe; desc=Use on molten glass to make things; cmd=; price = 2; member=1
[622]  name=seaweed; desc=slightly damp seaweed; cmd=; price = 2; member=1
[623]  name=molten glass; desc=hot glass ready to be blown; cmd=; price = 2; member=1
[624]  name=soda ash; desc=one of the ingredients for making glass; cmd=; price = 2; member=1
[625]  name=sand; desc=one of the ingredients for making glass; cmd=; price = 2; member=1
[626]  name=air orb; desc=A magic glowing orb; cmd=; price = 300; member=1
[627]  name=earth orb; desc=A magic glowing orb; cmd=; price = 300; member=1
[628]  name=bass certificate; desc=Each certificate exchangable at Catherby for 5 bass; cmd=; price = 10; member=1
[629]  name=Raw bass certificate; desc=Each certificate exchangable at Catherby for 5 raw bass; cmd=; price = 10; member=1
[630]  name=shark certificate; desc=Each certificate exchangable at Catherby for 5 shark; cmd=; price = 10; member=1
[631]  name=Raw shark certificate; desc=Each certificate exchangable at Catherby for 5 raw shark; cmd=; price = 10; member=1
[632]  name=Oak Logs; desc=Logs cut from an oak tree; cmd=; price = 20; member=1
[633]  name=Willow Logs; desc=Logs cut from a willow tree; cmd=; price = 40; member=1
[634]  name=Maple Logs; desc=Logs cut from a maple tree; cmd=; price = 80; member=1
[635]  name=Yew Logs; desc=Logs cut from a yew tree; cmd=; price = 160; member=1
[636]  name=Magic Logs; desc=Logs made from magical wood; cmd=; price = 320; member=1
[637]  name=Headless Arrows; desc=I need to attach arrow heads to these; cmd=; price = 1; member=1
[638]  name=Iron Arrows; desc=Arrows with iron heads; cmd=; price = 6; member=1
[639]  name=Poison Iron Arrows; desc=Venomous looking arrows; cmd=; price = 6; member=1
[640]  name=Steel Arrows; desc=Arrows with steel heads; cmd=; price = 24; member=1
[641]  name=Poison Steel Arrows; desc=Venomous looking arrows; cmd=; price = 24; member=1
[642]  name=Mithril Arrows; desc=Arrows with mithril heads; cmd=; price = 64; member=1
[643]  name=Poison Mithril Arrows; desc=Venomous looking arrows; cmd=; price = 64; member=1
[644]  name=Adamantite Arrows; desc=Arrows with adamantite heads; cmd=; price = 160; member=1
[645]  name=Poison Adamantite Arrows; desc=Venomous looking arrows; cmd=; price = 160; member=1
[646]  name=Rune Arrows; desc=Arrows with rune heads; cmd=; price = 800; member=1
[647]  name=Poison Rune Arrows; desc=Venomous looking arrows; cmd=; price = 800; member=1
[648]  name=Oak Longbow; desc=A Nice sturdy bow; cmd=; price = 160; member=1
[649]  name=Oak Shortbow; desc=Short but effective; cmd=; price = 100; member=1
[650]  name=Willow Longbow; desc=A Nice sturdy bow; cmd=; price = 320; member=1
[651]  name=Willow Shortbow; desc=Short but effective; cmd=; price = 200; member=1
[652]  name=Maple Longbow; desc=A Nice sturdy bow; cmd=; price = 640; member=1
[653]  name=Maple Shortbow; desc=Short but effective; cmd=; price = 400; member=1
[654]  name=Yew Longbow; desc=A Nice sturdy bow; cmd=; price = 1280; member=1
[655]  name=Yew Shortbow; desc=Short but effective; cmd=; price = 800; member=1
[656]  name=Magic Longbow; desc=A Nice sturdy bow; cmd=; price = 2560; member=1
[657]  name=Magic Shortbow; desc=Short but effective; cmd=; price = 1600; member=1
[658]  name=unstrung Oak Longbow; desc=I need to find a string for this; cmd=; price = 80; member=1
[659]  name=unstrung Oak Shortbow; desc=I need to find a string for this; cmd=; price = 50; member=1
[660]  name=unstrung Willow Longbow; desc=I need to find a string for this; cmd=; price = 160; member=1
[661]  name=unstrung Willow Shortbow; desc=I need to find a string for this; cmd=; price = 100; member=1
[662]  name=unstrung Maple Longbow; desc=I need to find a string for this; cmd=; price = 320; member=1
[663]  name=unstrung Maple Shortbow; desc=I need to find a string for this; cmd=; price = 200; member=1
[664]  name=unstrung Yew Longbow; desc=I need to find a string for this; cmd=; price = 640; member=1
[665]  name=unstrung Yew Shortbow; desc=I need to find a string for this; cmd=; price = 400; member=1
[666]  name=unstrung Magic Longbow; desc=I need to find a string for this; cmd=; price = 1280; member=1
[667]  name=unstrung Magic Shortbow; desc=I need to find a string for this; cmd=; price = 800; member=1
[668]  name=barcrawl card; desc=The official Alfred Grimhand barcrawl; cmd=read; price = 10; member=1
[669]  name=bronze arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 1; member=1
[670]  name=iron arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 3; member=1
[671]  name=steel arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 12; member=1
[672]  name=mithril arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 32; member=1
[673]  name=adamantite arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 80; member=1
[674]  name=rune arrow heads; desc=Not much use without the rest of the arrow!; cmd=; price = 400; member=1
[675]  name=flax; desc=I should use this with a spinning wheel; cmd=; price = 5; member=1
[676]  name=bow string; desc=I need a bow handle to attach this too; cmd=; price = 10; member=1
[677]  name=Easter egg; desc=Happy Easter; cmd=eat; price = 10; member=0
