[0]  name=Tree; desc=A pointy tree; cmd1=Chop; cmd2=Examine; name? = tree2
[281]  name=table; desc=A handy little table; cmd1=WalkTo; cmd2=Examine; name? = roundtable
[282]  name=fountain of heros; desc=Use a dragonstone gem here to increase it's abilties; cmd1=WalkTo; cmd2=Examine; name? = fountain
[283]  name=bush; desc=A leafy bush; cmd1=WalkTo; cmd2=Examine; name? = bush1
[284]  name=hedge; desc=A carefully trimmed hedge; cmd1=WalkTo; cmd2=Examine; name? = bush2
[285]  name=flower; desc=A nice colourful flower; cmd1=WalkTo; cmd2=Examine; name? = blueflower
[286]  name=plant; desc=Hmm leafy; cmd1=WalkTo; cmd2=Examine; name? = smallfern
[287]  name=Giant crystal; desc=How unusual a crystal with a wizard trapped in it; cmd1=WalkTo; cmd2=Examine; name? = giantcrystal
[288]  name=sign; desc=The dead man's chest; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[289]  name=sign; desc=The rising sun; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[290]  name=crate; desc=A large wooden storage box; cmd1=WalkTo; cmd2=Search; name? = crate
[291]  name=crate; desc=A large wooden storage box; cmd1=WalkTo; cmd2=Search; name? = crate
[292]  name=ship; desc=A merchant ship; cmd1=stow away; cmd2=Examine; name? = Shipfront
[293]  name=ship; desc=A merchant ship; cmd1=stow away; cmd2=Examine; name? = Shipback
[294]  name=beehive; desc=It's guarded by angry looking bees; cmd1=WalkTo; cmd2=Examine; name? = beehive
[295]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[296]  name=Altar; desc=An altar to the evil God Zamorak; cmd1=Recharge at; cmd2=Search; name? = chaosaltar
[297]  name=sign; desc=Hicton's Archery store; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[298]  name=signpost; desc=To Camelot; cmd1=WalkTo; cmd2=Examine; name? = signpost
[299]  name=Archway; desc=A decorative marble arch; cmd1=WalkTo; cmd2=Examine; name? = marblearch
[300]  name=Obelisk of water; desc=It doesn't look very wet; cmd1=WalkTo; cmd2=Examine; name? = obelisk
[301]  name=Obelisk of fire; desc=It doesn't look very hot; cmd1=WalkTo; cmd2=Examine; name? = obelisk
[302]  name=sand pit; desc=I can use a bucket to get sand from here; cmd1=WalkTo; cmd2=Search; name? = sandpit
[303]  name=Obelisk of air; desc=A tall stone pointy thing; cmd1=WalkTo; cmd2=Examine; name? = obelisk
[304]  name=Obelisk of earth; desc=A tall stone pointy thing; cmd1=WalkTo; cmd2=Examine; name? = obelisk
[305]  name=gate; desc=You can pass through this on the members server; cmd1=open; cmd2=Examine; name? = metalgateclosed
[306]  name=Oak Tree; desc=A grand old oak tree; cmd1=Chop; cmd2=Examine; name? = oaktree
[307]  name=Willow Tree; desc=A weeping willow; cmd1=Chop; cmd2=Examine; name? = willowtree
[308]  name=Maple Tree; desc=It's got nice shaped leaves; cmd1=Chop; cmd2=Examine; name? = mapletree
[309]  name=Yew Tree; desc=A tough looking yew tree; cmd1=Chop; cmd2=Examine; name? = yewtree
[310]  name=Tree; desc=A magical tree; cmd1=Chop; cmd2=Examine; name? = magictree
[311]  name=gate; desc=A gate guarded by a fierce barbarian; cmd1=open; cmd2=Examine; name? = metalgateclosed
[312]  name=sign; desc=The forester's arms; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[313]  name=flax; desc=A flax plant; cmd1=WalkTo; cmd2=pick; name? = flax
[314]  name=Large treestump; desc=Someone has chopped this tree down!; cmd1=WalkTo; cmd2=Examine; name? = treestump
[315]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[316]  name=Lever; desc=It's a lever; cmd1=Pull; cmd2=Inspect; name? = leverup
[317]  name=Lever; desc=It's a lever; cmd1=Pull; cmd2=Inspect; name? = leverup
[318]  name=Lever; desc=It's a lever; cmd1=Pull; cmd2=Inspect; name? = leverup
[319]  name=gate; desc=You can pass through this on the members server; cmd1=open; cmd2=Examine; name? = metalgateclosed
[320]  name=ship; desc=A ship bound for Ardougne; cmd1=board; cmd2=Examine; name? = Shipfront
[321]  name=ship; desc=A ship bound for Ardougne; cmd1=board; cmd2=Examine; name? = Shipback
[322]  name=Bakers Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[323]  name=Silk Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[324]  name=Fur Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[325]  name=Silver Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[326]  name=Spices Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[327]  name=gems Stall; desc=A market stall; cmd1=WalkTo; cmd2=steal from; name? = market
[328]  name=crate; desc=A large heavy sealed crate; cmd1=WalkTo; cmd2=Search; name? = crate
[329]  name=crate; desc=A large heavy sealed crate; cmd1=WalkTo; cmd2=Search; name? = crate
[330]  name=sign; desc=RPDT depot; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[331]  name=stairs; desc=These lead upstairs; cmd1=Go up; cmd2=Search for traps; name? = stonestairs
[332]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[333]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[334]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[335]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[336]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[337]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[338]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[339]  name=Chest; desc=someone is stealing something from it; cmd1=WalkTo; cmd2=Examine; name? = ChestOpen
[340]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Search for traps; name? = ChestClosed
[341]  name=empty stall; desc=A market stall; cmd1=WalkTo; cmd2=Examine; name? = market
[342]  name=stairs; desc=These lead upstairs; cmd1=Go up; cmd2=Examine; name? = stonestairs
[343]  name=hopper; desc=You put grain in here; cmd1=operate; cmd2=Examine; name? = milltop
[344]  name=signpost; desc=Ardougne city zoo; cmd1=WalkTo; cmd2=Examine; name? = signpost
[345]  name=sign; desc=The flying horse; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[346]  name=gate; desc=You can pass through this on the members server; cmd1=open; cmd2=Examine; name? = metalgateclosed
[347]  name=gate; desc=You can pass through this on the members server; cmd1=open; cmd2=Examine; name? = metalgateclosed
[348]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[349]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[350]  name=pipe; desc=a dirty sewer pipe; cmd1=WalkTo; cmd2=Examine; name? = wallpipe
[351]  name=fish; desc=I can see fish swimming in the water; cmd1=Bait; cmd2=Examine; name? = fishing
[352]  name=fish; desc=I can see fish swimming in the water; cmd1=Bait; cmd2=Examine; name? = fishing
[353]  name=fish; desc=I can see fish swimming in the water; cmd1=Bait; cmd2=Examine; name? = fishing
[354]  name=fish; desc=I can see fish swimming in the water; cmd1=Bait; cmd2=Examine; name? = fishing
[355]  name=Vine; desc=A creepy creeper; cmd1=WalkTo; cmd2=Examine; name? = vine
[356]  name=gate; desc=The main entrance to McGrubor's wood; cmd1=open; cmd2=Examine; name? = metalgateclosed
[357]  name=gate; desc=The gate is open; cmd1=WalkTo; cmd2=Examine; name? = woodengateopen
[358]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[359]  name=stairs; desc=These lead downstairs; cmd1=Go down; cmd2=Examine; name? = stonestairsdown
[360]  name=broken cart; desc=A farm cart; cmd1=WalkTo; cmd2=Examine; name? = brokencart
[361]  name=Lever; desc=It's a lever; cmd1=Pull; cmd2=Searchfortraps; name? = leverup
[362]  name=clock pole blue; desc=A pole - a pole to put cog's on; cmd1=inspect; cmd2=Examine; name? = clockpoleblue
[363]  name=clock pole red; desc=A pole - a pole to put cog's on; cmd1=inspect; cmd2=Examine; name? = clockpolered
[364]  name=clock pole purple; desc=A pole - a pole to put cog's on; cmd1=inspect; cmd2=Examine; name? = clockpolepurple
[365]  name=clock pole black; desc=A pole - a pole to put cog's on; cmd1=inspect; cmd2=Examine; name? = clockpoleblack
[366]  name=wallclockface; desc=It's a large clock face; cmd1=WalkTo; cmd2=Examine; name? = wallclockface
[367]  name=Lever Bracket; desc=Theres something missing here; cmd1=WalkTo; cmd2=Examine; name? = leverbracket
[368]  name=Lever; desc=It's a lever; cmd1=Pull; cmd2=Examine; name? = leverup
[369]  name=stairs; desc=These lead upstairs; cmd1=Go up; cmd2=Examine; name? = woodenstairs
[370]  name=stairs; desc=These lead downstairs; cmd1=Go down; cmd2=Examine; name? = woodenstairsdown
[371]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed2
[372]  name=gate; desc=The gate is open; cmd1=close; cmd2=Examine; name? = metalgateopen2
[373]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[374]  name=Lever; desc=The lever is up; cmd1=push; cmd2=Examine; name? = leverdown
[375]  name=Foodtrough; desc=It's for feeding the rat's; cmd1=WalkTo; cmd2=Examine; name? = Foodtrough
[376]  name=fish; desc=I can see fish swimming in the water; cmd1=cage; cmd2=harpoon; name? = fishing
[377]  name=spearwall; desc=It's a defensive battlement; cmd1=WalkTo; cmd2=Examine; name? = spearwall
[378]  name=hornedskull; desc=A horned dragon skull; cmd1=WalkTo; cmd2=Examine; name? = hornedskull
[379]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=picklock; name? = ChestClosed
[380]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=picklock; name? = ChestClosed
[381]  name=guardscupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[382]  name=guardscupboard; desc=Perhaps I should search it; cmd1=Search; cmd2=close; name? = cupboardopen
[383]  name=Coal truck; desc=I can use this to transport coal; cmd1=get coal from; cmd2=Examine; name? = minecart
[384]  name=ship; desc=A ship to Port Birmhaven; cmd1=board; cmd2=Examine; name? = Shipfront
[385]  name=ship; desc=A ship to Port Birmhaven; cmd1=board; cmd2=Examine; name? = Shipmiddle
[386]  name=ship; desc=A ship to Port Birmhaven; cmd1=board; cmd2=Examine; name? = Shipback
[387]  name=Tree; desc=It's a tree house; cmd1=WalkTo; cmd2=Examine; name? = toplesstree
[388]  name=Ballista; desc=It's a war machine; cmd1=fire; cmd2=Examine; name? = catabow
[389]  name=largespear; desc=; cmd1=WalkTo; cmd2=Examine; name? = catabowarrow
[390]  name=spirit tree; desc=A grand old spirit tree; cmd1=talk to; cmd2=Examine; name? = ent
[391]  name=young spirit Tree; desc=Ancestor of the spirit tree; cmd1=talk to; cmd2=Examine; name? = tree2
[392]  name=gate; desc=The gate is closed; cmd1=talk through; cmd2=Examine; name? = metalgateclosed
[393]  name=wall; desc=A damaged wall; cmd1=climb; cmd2=Examine; name? = khazardwall
[394]  name=tree; desc=An exotic looking tree; cmd1=WalkTo; cmd2=Examine; name? = jungle tree 2
[395]  name=tree; desc=An exotic looking tree; cmd1=WalkTo; cmd2=Examine; name? = jungle tree 1
[396]  name=Fern; desc=An exotic leafy plant; cmd1=WalkTo; cmd2=Examine; name? = jungle fern textured
[397]  name=Fern; desc=An exotic leafy plant; cmd1=WalkTo; cmd2=Examine; name? = jungle fern textured 2
[398]  name=Fern; desc=An exotic leafy plant; cmd1=WalkTo; cmd2=Examine; name? = jungle fern textured 3
[399]  name=Fern; desc=An exotic leafy plant; cmd1=WalkTo; cmd2=Examine; name? = jungle fern textured 4
[400]  name=fly trap; desc=A small carnivourous plant; cmd1=approach; cmd2=Search; name? = jungle fly trap
[401]  name=Fern; desc=An exotic leafy plant; cmd1=WalkTo; cmd2=Examine; name? = jungle fern
[402]  name=Fern; desc=An exotic spikey plant; cmd1=WalkTo; cmd2=Examine; name? = jungle spikey fern
[403]  name=plant; desc=What an unusual plant; cmd1=WalkTo; cmd2=Examine; name? = jungle strange plant
[404]  name=plant; desc=An odd looking plant; cmd1=WalkTo; cmd2=Examine; name? = jungle strange plant 2
[405]  name=plant; desc=some nice jungle foliage; cmd1=WalkTo; cmd2=Examine; name? = jungle medium size plant
[406]  name=stone head; desc=It looks like it's been here some time; cmd1=WalkTo; cmd2=Examine; name? = jungle statue
[407]  name=dead Tree; desc=A rotting tree; cmd1=WalkTo; cmd2=Examine; name? = deadtree2
[408]  name=sacks; desc=Yep they're sacks; cmd1=WalkTo; cmd2=prod; name? = sacks
[409]  name=khazard open Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[410]  name=khazard shut Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[411]  name=doorframe; desc=It's a stone doorframe; cmd1=WalkTo; cmd2=Examine; name? = doubledoorframe
[412]  name=Sewer valve; desc=It changes the water flow of the sewer's; cmd1=turn left; cmd2=turn right; name? = sewervalve
[413]  name=Sewer valve 2; desc=It changes the water flow of the sewer's; cmd1=turn left; cmd2=turn right; name? = sewervalve
[414]  name=Sewer valve 3; desc=It changes the water flow of the sewer's; cmd1=turn left; cmd2=turn right; name? = sewervalve
[415]  name=Sewer valve 4; desc=It changes the water flow of the sewer's; cmd1=turn left; cmd2=turn right; name? = sewervalve
[416]  name=Sewer valve 5; desc=It changes the water flow of the sewer's; cmd1=turn left; cmd2=turn right; name? = sewervalve
[417]  name=Cave entrance; desc=I wonder what is inside...; cmd1=enter; cmd2=Examine; name? = caveentrance
[418]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgelow
[419]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgehigh
[420]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = treeplatformhigh
[421]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = treeplatformlow
[422]  name=gate; desc=The gate is open; cmd1=close; cmd2=Examine; name? = metalgateopen2
[423]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = largetreeplatformlow
[424]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = largetreeplatformhigh
[425]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgecurvedhigh
[426]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgecurvedlow
[427]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = treeplatformlow2
[428]  name=tree platform; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = treeplatformhigh2
[429]  name=Tribal brew; desc=A very large pot; cmd1=WalkTo; cmd2=drink; name? = cauldron
[430]  name=Pineapple tree; desc=A tree with nice ripe pineapples growing on it; cmd1=WalkTo; cmd2=Pick pineapple; name? = palm2
[431]  name=Pineapple tree; desc=There are no pineapples left on the tree; cmd1=WalkTo; cmd2=Pick pineapple; name? = palm2
[432]  name=log raft; desc=A mighty fine raft; cmd1=board; cmd2=Examine; name? = lograft
[433]  name=log raft; desc=A mighty fine raft; cmd1=board; cmd2=Examine; name? = lograft
[434]  name=Tomb of hazeel; desc=A clay shrine to lord hazeel; cmd1=WalkTo; cmd2=Examine; name? = hazeeltomb
[435]  name=range; desc=A pot of soup slowly cooking; cmd1=WalkTo; cmd2=Examine; name? = range
[436]  name=Bookcase; desc=A large collection of books; cmd1=Search; cmd2=Examine; name? = bookcase
[437]  name=Carnillean Chest; desc=Perhaps I should search it; cmd1=WalkTo; cmd2=Close; name? = ChestOpen
[438]  name=Carnillean Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[439]  name=crate; desc=A crate used for storing food; cmd1=Search; cmd2=Examine; name? = crate
[440]  name=Butlers cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[441]  name=Butlers cupboard; desc=The cupboard is open; cmd1=Search; cmd2=close; name? = cupboardopen
[442]  name=gate; desc=The gate is open; cmd1=WalkTo; cmd2=Examine; name? = woodengateopen
[443]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[444]  name=Cattle furnace; desc=A red hot furnace; cmd1=WalkTo; cmd2=Examine; name? = furnace
[445]  name=Ardounge wall; desc=A huge wall seperating east and west ardounge; cmd1=WalkTo; cmd2=Examine; name? = ardoungewall
[446]  name=Ardounge wall corner; desc=A huge wall seperating east and west ardounge; cmd1=WalkTo; cmd2=Examine; name? = ardoungewallcorner
[447]  name=Dug up soil; desc=A freshly dug pile of mud; cmd1=WalkTo; cmd2=Examine; name? = mudpatch
[448]  name=Pile of mud; desc=Mud caved in from above; cmd1=climb; cmd2=Examine; name? = mudpile
[449]  name=large Sewer pipe; desc=a dirty sewer pipe; cmd1=enter; cmd2=Examine; name? = largesewerpipe
[450]  name=Ardounge wall gateway; desc=A huge set of heavy wooden doors; cmd1=open; cmd2=Examine; name? = doubledoorsclosed
[451]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[452]  name=cupboard; desc=The cupboard is open; cmd1=Search; cmd2=close; name? = cupboardopen
[453]  name=Fishing crane; desc=For hauling in large catches of fish; cmd1=operate; cmd2=Examine; name? = fishingcrane
[454]  name=Rowboat; desc=A reasonably sea worthy two man boat; cmd1=WalkTo; cmd2=Examine; name? = rowboat
[455]  name=Damaged Rowboat; desc=A not so sea worthy two man boat; cmd1=WalkTo; cmd2=Examine; name? = rowboatsinking
[456]  name=barrel; desc=I wonder what's inside; cmd1=WalkTo; cmd2=Search; name? = barrel
[457]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[458]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[459]  name=Fishing crane; desc=For hauling in large catches of fish; cmd1=operate; cmd2=Examine; name? = fishingcranerot1
[460]  name=Fishing crane; desc=For hauling in large catches of fish; cmd1=operate; cmd2=Examine; name? = fishingcranerot2
[461]  name=Waterfall; desc=it's a waterfall; cmd1=WalkTo; cmd2=Examine; name? = waterfall
[462]  name=leaflessTree; desc=A pointy tree; cmd1=jump off; cmd2=jump to next; name? = deadtree2base
[463]  name=leaflessTree; desc=A pointy tree; cmd1=jump off; cmd2=jump to next; name? = deadtree2base
[464]  name=log raft; desc=A mighty fine raft; cmd1=board; cmd2=Examine; name? = lograft
[465]  name=doors; desc=The doors are shut; cmd1=Open; cmd2=Examine; name? = doubledoorsclosed
[466]  name=Well; desc=An oddly placed well; cmd1=operate; cmd2=Examine; name? = well
[467]  name=Tomb of glarial; desc=A stone tomb surrounded by flowers; cmd1=Search; cmd2=Examine; name? = elventomb
[468]  name=Waterfall; desc=it's a fast flowing waterfall; cmd1=jump off; cmd2=Examine; name? = waterfalllev1
[469]  name=Waterfall; desc=it's a fast flowing waterfall; cmd1=jump off; cmd2=Examine; name? = waterfalllev2
[470]  name=Bookcase; desc=A large collection of books; cmd1=Search; cmd2=Examine; name? = bookcase
[471]  name=doors; desc=The doors are shut; cmd1=Open; cmd2=Examine; name? = doubledoorsclosed
[472]  name=doors; desc=The doors are shut; cmd1=Open; cmd2=Examine; name? = doubledoorsclosed
[473]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[474]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[475]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[476]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[477]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[478]  name=Stone stand; desc=On top is an indent the size of a rune stone; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[479]  name=Glarial's Gravestone; desc=There is an indent the size of a pebble in the stone's center; cmd1=read; cmd2=Examine; name? = gravestone1
[480]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[481]  name=crate; desc=It's a crate; cmd1=Search; cmd2=Examine; name? = crate
[482]  name=leaflessTree; desc=A pointy tree; cmd1=jump off; cmd2=Examine; name? = deadtree2base
[483]  name=Statue of glarial; desc=A statue of queen glarial - something's missing; cmd1=WalkTo; cmd2=Examine; name? = glarialsstatue
[484]  name=Chalice of eternity; desc=A magically elevated chalice full of treasure; cmd1=WalkTo; cmd2=Examine; name? = baxtorianchalice
[485]  name=Chalice of eternity; desc=A magically elevated chalice full of treasure; cmd1=empty; cmd2=Examine; name? = baxtorianchalicelow
[486]  name=doors; desc=The doors are shut; cmd1=Open; cmd2=Examine; name? = doubledoorsclosed
[487]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[488]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[489]  name=log raft remains; desc=oops!; cmd1=WalkTo; cmd2=Examine; name? = brokenlograft
[490]  name=Tree; desc=A pointy tree; cmd1=WalkTo; cmd2=Examine; name? = tree2
[491]  name= Range; desc=A hot well stoked range; cmd1=WalkTo; cmd2=Examine; name? = range
[492]  name=crate; desc=It's an old crate; cmd1=WalkTo; cmd2=Search; name? = crate
[493]  name=fish; desc=I can see fish swimming in the water; cmd1=Net; cmd2=Examine; name? = fishing
[494]  name=Watch tower; desc=They're always watching; cmd1=approach; cmd2=Examine; name? = watchtower
[495]  name=signpost; desc=Tourist infomation; cmd1=WalkTo; cmd2=Examine; name? = signpost
[496]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[497]  name=doors; desc=The doors are open; cmd1=WalkTo; cmd2=Examine; name? = doubledoorsopen
[498]  name=Rope ladder; desc=A hand made ladder; cmd1=WalkTo; cmd2=Examine; name? = ropeladder
[499]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[500]  name=cupboard; desc=Perhaps I should search it; cmd1=Search; cmd2=close; name? = cupboardopen
[501]  name=Rope ladder; desc=A hand made ladder; cmd1=WalkTo; cmd2=Examine; name? = ropeladder
[502]  name=Cooking pot; desc=the mourners are busy enjoying this stew; cmd1=WalkTo; cmd2=Examine; name? = cauldron
[503]  name=Gallow; desc=Best not hang about!; cmd1=WalkTo; cmd2=Examine; name? = gallows
[504]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[505]  name=crate; desc=A crate used for storing confiscated goods; cmd1=WalkTo; cmd2=Search; name? = crate
[506]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[507]  name=cupboard; desc=Perhaps I should search it; cmd1=Search; cmd2=close; name? = cupboardopen
[508]  name=gate; desc=You can pass through this on the members server; cmd1=open; cmd2=Examine; name? = metalgateclosed
[509]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[510]  name=cupboard; desc=Perhaps I should search it; cmd1=Search; cmd2=close; name? = cupboardopen
[511]  name=sign; desc=Tailors fancy dress; cmd1=WalkTo; cmd2=Examine; name? = shopsign
[512]  name=grand tree; desc=the grand tree; cmd1=WalkTo; cmd2=Examine; name? = grand tree-lev 0
[513]  name=gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = woodengateclosed
[514]  name=gate; desc=The gate is open; cmd1=WalkTo; cmd2=close; name? = woodengateopen
[515]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[516]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[517]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[518]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[519]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[520]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[521]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[522]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[523]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[524]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridge lev0
[525]  name=Watch tower; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = gnomewatchtower lev0
[526]  name=Log bridge; desc=A tree gnome construction; cmd1=WalkTo; cmd2=Examine; name? = logbridgejunction lev0
[527]  name=climbing rocks; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = climbing_rocks
[528]  name=Ledge; desc=It looks rather thin; cmd1=balance on; cmd2=Examine; name? = corner_ledge
[529]  name=Ledge; desc=It looks rather thin; cmd1=balance on; cmd2=Examine; name? = straight_ledge
[530]  name=log; desc=It looks slippery; cmd1=WalkTo; cmd2=Examine; name? = log_balance1
[531]  name=log; desc=It looks slippery; cmd1=WalkTo; cmd2=Examine; name? = log_balance2
[532]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[533]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[534]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[535]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[536]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[537]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[538]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[539]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[540]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[541]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[542]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[543]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[544]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[545]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[546]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[547]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[548]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[549]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[550]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[551]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
[552]  name=Rocks; desc=A rocky outcrop; cmd1=Mine; cmd2=Prospect; name? = rocks1
